activity_ix,activity,n_appearances,n_decisive_appearances,n_picked,selection_rate,selection_rate_incl_refusals
64,Tour Forest Lawn for celebrity graves,211,203,91,0.4482758620689655,0.4312796208530806
65,Manson-murders true-crime walking tour of Beverly Hills,188,183,107,0.5846994535519126,0.5691489361702128
66,Boxing sparring class at a Wild Card-style gym,206,202,114,0.5643564356435643,0.5533980582524272
67,Day-drinking on a Marina del Rey booze cruise,186,181,91,0.5027624309392266,0.489247311827957
68,Craps night at the Hustler Casino in Gardena,201,198,102,0.5151515151515151,0.5074626865671642
69,Pole-dancing fitness class for the bachelor party,191,189,98,0.5185185185185185,0.5130890052356021
70,Hunting deer in the San Gabriel Mountains,206,155,24,0.15483870967741936,0.11650485436893204
71,Hunting a at a ranch near Tejon,207,199,101,0.507537688442211,0.48792270531400966
72,Coyote hunting in the Antelope Valley,203,172,44,0.2558139534883721,0.21674876847290642
73,Dove hunting opening day in the Imperial Valley,236,230,92,0.4,0.3898305084745763
74,Bear hunting in the Los Padres National Forest,202,105,12,0.11428571428571428,0.0594059405940594
75,Wild pig hunt at a ranch near Paso Robles,180,177,88,0.4971751412429379,0.4888888888888889
76,Tactical rifle class with AR-15s at Burro Canyon,220,173,28,0.16184971098265896,0.12727272727272726
77,Indoor pistol range day at the LA Gun Club,202,200,100,0.5,0.49504950495049505
78,Trap and skeet shooting at Triple B Clays,228,226,115,0.5088495575221239,0.5043859649122807
79,Concealed-carry training day in the high desert,215,204,93,0.45588235294117646,0.4325581395348837
80,Visit a gun show at the Pomona Fairplex,209,201,87,0.43283582089552236,0.41626794258373206
81,Falconry hunting outing in the Antelope Valley,201,199,93,0.46733668341708545,0.4626865671641791
82,Slaughterhouse tour and butchery class in Vernon,198,194,98,0.5051546391752577,0.494949494949495
83,Industry Hills professional rodeo,201,198,106,0.5353535353535354,0.527363184079602
84,Pro Bull Riding event at the Honda Center,195,191,104,0.5445026178010471,0.5333333333333333
85,Attending a Trump rally in Huntington Beach,191,175,73,0.41714285714285715,0.38219895287958117
86,Attending a pro-Palestine protest at UCLA,187,146,56,0.3835616438356164,0.2994652406417112
87,Attending a pro-Israel rally in Beverly Hills,196,161,61,0.37888198757763975,0.3112244897959184
88,Joining an anti-abortion march at the Federal Building,186,99,29,0.29292929292929293,0.15591397849462366
89,Joining a Defund-the-Police march in DTLA,202,153,65,0.42483660130718953,0.3217821782178218
90,Joining a Pro-Police rally outside LAPD headquarters,214,156,52,0.3333333333333333,0.24299065420560748
91,Sitting in on a Scientology orientation in Hollywood,206,203,106,0.5221674876847291,0.5145631067961165
92,Pro-life sidewalk counseling outside a Planned Parenthood,184,144,45,0.3125,0.24456521739130435
93,Latin Mass at the LA Cathedral followed by cigars,230,227,121,0.5330396475770925,0.5260869565217391
94,Day at the Museum of Death in Hollywood,196,191,112,0.5863874345549738,0.5714285714285714
95,Strip club crawl in the City of Industry,188,185,93,0.5027027027027027,0.4946808510638298
96,Adult-film studio tour in the San Fernando Valley,173,170,84,0.49411764705882355,0.48554913294797686
97,Charreada at Pico Rivera Sports Arena,195,191,104,0.5445026178010471,0.5333333333333333
98,Bullfight-watching day trip down to Tijuana,205,135,18,0.13333333333333333,0.08780487804878048
99,BKFC pay-per-view watch party with cigars and steaks,209,202,104,0.5148514851485149,0.49760765550239233
