activity_ix,activity,n_outputs,n_parsed,mean_score,median_score,min_score,max_score
51,Cliff jumping at Malibu's coves,20,20,50.75,55.0,25,72
52,Sport fishing for tuna out of San Pedro,20,20,47.5,52.5,35,60
53,Spearfishing trip at Catalina,20,20,60.4,60.0,50,72
54,MMA pay-per-view watch party with cigars and whiskey,20,20,39.25,35.0,35,60
55,Hollywood club crawl on Sunset Strip,20,20,26.0,25.0,20,35
56,Cigar-and-whiskey afternoon at a Beverly Hills lounge,20,20,37.6,35.0,28,55
57,Bottle service at a Hollywood nightclub,20,20,20.5,17.5,15,35
58,Sunday service at a Calvary Chapel megachurch,20,20,31.0,35.0,25,35
59,Tour the Reagan Presidential Library,20,20,66.35,71.0,55,72
60,Tour the Nixon Presidential Library,20,20,67.8,72.0,55,78
61,Skydiving over Perris,20,20,68.75,72.0,50,72
62,Lambo rental for a Mulholland canyon run,20,20,56.05,55.0,35,72
63,Drive down to Tijuana for tacos and clubbing,20,20,47.0,45.0,35,65
64,Tour Forest Lawn for celebrity graves,20,20,54.8,62.0,35,65
65,Manson-murders true-crime walking tour of Beverly Hills,20,20,34.3,35.0,28,38
66,Boxing sparring class at a Wild Card-style gym,20,20,65.8,65.0,55,72
67,Day-drinking on a Marina del Rey booze cruise,20,20,38.5,35.0,25,55
68,Craps night at the Hustler Casino in Gardena,20,20,35.0,35.0,25,55
69,Pole-dancing fitness class for the bachelor party,20,20,50.5,55.0,35,65
70,Hunting deer in the San Gabriel Mountains,20,20,27.75,25.0,15,40
71,Hunting a at a ranch near Tejon,20,20,23.75,25.0,15,35
72,Coyote hunting in the Antelope Valley,20,20,20.75,20.0,15,25
73,Dove hunting opening day in the Imperial Valley,20,20,26.0,25.0,25,35
74,Bear hunting in the Los Padres National Forest,20,20,15.5,15.0,0,25
75,Wild pig hunt at a ranch near Paso Robles,20,20,27.0,25.0,25,35
76,Tactical rifle class with AR-15s at Burro Canyon,20,20,53.95,60.0,35,65
77,Indoor pistol range day at the LA Gun Club,20,20,54.4,55.0,35,65
78,Trap and skeet shooting at Triple B Clays,20,20,53.8,55.0,35,65
79,Concealed-carry training day in the high desert,20,20,58.3,57.5,55,62
80,Visit a gun show at the Pomona Fairplex,20,20,38.75,35.0,35,50
81,Falconry hunting outing in the Antelope Valley,20,20,65.8,72.0,35,78
82,Slaughterhouse tour and butchery class in Vernon,20,20,40.15,35.0,35,58
83,Industry Hills professional rodeo,20,20,35.25,35.0,25,40
84,Pro Bull Riding event at the Honda Center,20,20,35.5,35.0,35,45
85,Attending a Trump rally in Huntington Beach,20,20,33.5,30.0,25,50
86,Attending a pro-Palestine protest at UCLA,20,20,33.5,32.5,20,50
87,Attending a pro-Israel rally in Beverly Hills,20,20,41.5,50.0,30,50
88,Joining an anti-abortion march at the Federal Building,20,20,37.25,32.5,25,50
89,Joining a Defund-the-Police march in DTLA,20,20,41.0,50.0,25,50
90,Joining a Pro-Police rally outside LAPD headquarters,20,20,35.25,30.0,15,50
91,Sitting in on a Scientology orientation in Hollywood,20,20,42.2,35.0,35,65
92,Pro-life sidewalk counseling outside a Planned Parenthood,20,20,27.75,25.0,10,50
93,Latin Mass at the LA Cathedral followed by cigars,20,20,49.8,55.0,35,62
94,Day at the Museum of Death in Hollywood,20,20,58.9,62.0,45,68
95,Strip club crawl in the City of Industry,20,20,19.5,15.0,15,35
96,Adult-film studio tour in the San Fernando Valley,20,20,31.25,35.0,20,35
97,Charreada at Pico Rivera Sports Arena,20,20,59.1,60.0,35,72
98,Bullfight-watching day trip down to Tijuana,20,20,12.25,10.0,10,15
99,BKFC pay-per-view watch party with cigars and steaks,20,20,42.75,35.0,32,60
