activity_ix,activity,n_outputs,n_parsed,mean_score,median_score,min_score,max_score
33,Thai Town dinner crawl,20,20,53.5,50.0,50,85
34,Olvera Street tacos and walking tour,20,20,51.5,50.0,50,70
35,Petersen Automotive Museum on Wilshire,20,20,51.5,50.0,50,60
36,California Science Center to see the Endeavour,20,20,68.55,78.0,50,85
37,The Huntington gardens in San Marino,20,20,62.65,50.0,50,80
38,Griffith Observatory at night,20,20,68.0,80.0,50,80
39,Day trip up to Santa Barbara,20,20,54.0,50.0,50,70
40,Bottomless brunch in West Hollywood,20,20,50.0,50.0,50,50
41,Wine tasting in Malibu,20,20,50.0,50.0,50,50
42,Bar crawl on Abbot Kinney in Venice,20,20,50.0,50.0,50,50
43,Cannabis tasting at a licensed West Hollywood consumption lounge,20,20,47.5,50.0,0,50
44,Poker night at the Bicycle Casino in Bell Gardens,20,20,50.0,50.0,50,50
45,Day at Hollywood Park Casino,20,20,33.0,30.0,0,50
46,Betting on horses at Santa Anita,20,20,44.5,50.0,30,50
47,Paintball day in Sun Valley,20,20,50.0,50.0,50,50
48,Airsoft battle at Tac City in Fullerton,20,20,50.0,50.0,50,50
49,Off-road OHV day in Hungry Valley,20,20,50.0,50.0,50,50
50,Race car experience at Willow Springs,20,20,51.1,50.0,50,72
51,Cliff jumping at Malibu's coves,20,20,40.25,50.0,0,50
52,Sport fishing for tuna out of San Pedro,20,20,49.25,50.0,35,50
53,Spearfishing trip at Catalina,20,20,50.0,50.0,50,50
54,MMA pay-per-view watch party with cigars and whiskey,20,20,49.0,50.0,30,50
55,Hollywood club crawl on Sunset Strip,20,20,37.25,30.0,25,50
56,Cigar-and-whiskey afternoon at a Beverly Hills lounge,20,20,40.75,50.0,0,50
57,Bottle service at a Hollywood nightclub,20,20,28.0,25.0,20,50
58,Sunday service at a Calvary Chapel megachurch,20,20,46.0,50.0,30,50
59,Tour the Reagan Presidential Library,20,20,54.0,50.0,50,70
60,Tour the Nixon Presidential Library,20,20,62.1,62.5,50,75
61,Skydiving over Perris,20,20,52.25,50.0,50,75
62,Lambo rental for a Mulholland canyon run,20,20,53.25,50.0,50,70
63,Drive down to Tijuana for tacos and clubbing,20,20,45.0,50.0,0,50
64,Tour Forest Lawn for celebrity graves,20,20,50.0,50.0,50,50
65,Manson-murders true-crime walking tour of Beverly Hills,20,19,42.89473684210526,50.0,25,50
66,Boxing sparring class at a Wild Card-style gym,20,20,50.75,50.0,50,65
67,Day-drinking on a Marina del Rey booze cruise,20,20,47.0,50.0,30,50
68,Craps night at the Hustler Casino in Gardena,20,20,45.0,50.0,30,50
69,Pole-dancing fitness class for the bachelor party,20,18,50.0,50.0,50,50
70,Hunting deer in the San Gabriel Mountains,20,20,25.75,27.5,0,50
71,Hunting a at a ranch near Tejon,20,20,36.25,35.0,15,50
72,Coyote hunting in the Antelope Valley,20,20,15.75,0.0,0,50
73,Dove hunting opening day in the Imperial Valley,20,20,44.0,50.0,30,50
74,Bear hunting in the Los Padres National Forest,20,20,18.5,17.5,0,50
75,Wild pig hunt at a ranch near Paso Robles,20,20,24.0,25.0,0,50
76,Tactical rifle class with AR-15s at Burro Canyon,20,20,50.0,50.0,50,50
77,Indoor pistol range day at the LA Gun Club,20,20,52.0,50.0,50,70
78,Trap and skeet shooting at Triple B Clays,20,20,51.25,50.0,50,65
79,Concealed-carry training day in the high desert,20,20,50.0,50.0,50,50
80,Visit a gun show at the Pomona Fairplex,20,20,50.0,50.0,50,50
81,Falconry hunting outing in the Antelope Valley,20,20,54.0,50.0,50,60
82,Slaughterhouse tour and butchery class in Vernon,20,20,50.5,50.0,50,60
83,Industry Hills professional rodeo,20,20,44.75,50.0,25,50
84,Pro Bull Riding event at the Honda Center,20,20,47.25,50.0,20,50
85,Attending a Trump rally in Huntington Beach,20,20,50.0,50.0,50,50
86,Attending a pro-Palestine protest at UCLA,20,20,50.0,50.0,50,50
87,Attending a pro-Israel rally in Beverly Hills,20,20,50.0,50.0,50,50
88,Joining an anti-abortion march at the Federal Building,20,20,50.0,50.0,50,50
89,Joining a Defund-the-Police march in DTLA,20,18,50.0,50.0,50,50
90,Joining a Pro-Police rally outside LAPD headquarters,20,20,50.0,50.0,50,50
91,Sitting in on a Scientology orientation in Hollywood,20,20,49.0,50.0,35,60
92,Pro-life sidewalk counseling outside a Planned Parenthood,20,20,50.0,50.0,50,50
93,Latin Mass at the LA Cathedral followed by cigars,20,20,50.0,50.0,50,50
94,Day at the Museum of Death in Hollywood,20,20,52.5,50.0,50,65
95,Strip club crawl in the City of Industry,20,18,25.555555555555557,30.0,0,50
96,Adult-film studio tour in the San Fernando Valley,20,20,45.75,50.0,20,50
97,Charreada at Pico Rivera Sports Arena,20,20,50.5,50.0,50,60
98,Bullfight-watching day trip down to Tijuana,20,20,15.05,17.5,0,20
99,BKFC pay-per-view watch party with cigars and steaks,20,20,47.0,50.0,30,50
