activity_ix,activity,n_appearances,n_decisive_appearances,n_picked,selection_rate,selection_rate_incl_refusals
31,Mini-golf in Old Pasadena,209,185,67,0.3621621621621622,0.32057416267942584
32,Sawtelle ramen crawl on the Westside,189,172,95,0.5523255813953488,0.5026455026455027
33,Thai Town dinner crawl,205,186,112,0.6021505376344086,0.5463414634146342
34,Olvera Street tacos and walking tour,197,171,93,0.543859649122807,0.4720812182741117
35,Petersen Automotive Museum on Wilshire,217,198,96,0.48484848484848486,0.4423963133640553
36,California Science Center to see the Endeavour,157,145,113,0.7793103448275862,0.7197452229299363
37,The Huntington gardens in San Marino,210,184,135,0.7336956521739131,0.6428571428571429
38,Griffith Observatory at night,177,154,124,0.8051948051948052,0.7005649717514124
39,Day trip up to Santa Barbara,207,194,118,0.6082474226804123,0.5700483091787439
40,Bottomless brunch in West Hollywood,192,172,84,0.4883720930232558,0.4375
41,Wine tasting in Malibu,200,179,112,0.6256983240223464,0.56
42,Bar crawl on Abbot Kinney in Venice,218,183,71,0.3879781420765027,0.3256880733944954
43,Cannabis tasting at a licensed West Hollywood consumption lounge,213,166,74,0.4457831325301205,0.3474178403755869
44,Poker night at the Bicycle Casino in Bell Gardens,187,169,64,0.378698224852071,0.3422459893048128
45,Day at Hollywood Park Casino,220,203,31,0.15270935960591134,0.1409090909090909
46,Betting on horses at Santa Anita,202,184,100,0.5434782608695652,0.49504950495049505
47,Paintball day in Sun Valley,181,165,101,0.6121212121212121,0.5580110497237569
48,Airsoft battle at Tac City in Fullerton,204,186,120,0.6451612903225806,0.5882352941176471
49,Off-road OHV day in Hungry Valley,216,202,140,0.693069306930693,0.6481481481481481
50,Race car experience at Willow Springs,194,174,138,0.7931034482758621,0.711340206185567
51,Cliff jumping at Malibu's coves,197,128,16,0.125,0.08121827411167512
52,Sport fishing for tuna out of San Pedro,208,194,161,0.8298969072164949,0.7740384615384616
53,Spearfishing trip at Catalina,195,187,148,0.7914438502673797,0.7589743589743589
54,MMA pay-per-view watch party with cigars and whiskey,182,162,70,0.43209876543209874,0.38461538461538464
55,Hollywood club crawl on Sunset Strip,180,166,43,0.25903614457831325,0.2388888888888889
56,Cigar-and-whiskey afternoon at a Beverly Hills lounge,195,179,49,0.2737430167597765,0.2512820512820513
57,Bottle service at a Hollywood nightclub,198,176,35,0.19886363636363635,0.17676767676767677
58,Sunday service at a Calvary Chapel megachurch,200,162,51,0.3148148148148148,0.255
59,Tour the Reagan Presidential Library,190,173,83,0.4797687861271676,0.4368421052631579
60,Tour the Nixon Presidential Library,190,168,63,0.375,0.33157894736842103
61,Skydiving over Perris,179,163,116,0.7116564417177914,0.6480446927374302
62,Lambo rental for a Mulholland canyon run,158,146,61,0.4178082191780822,0.3860759493670886
63,Drive down to Tijuana for tacos and clubbing,210,195,41,0.21025641025641026,0.19523809523809524
64,Tour Forest Lawn for celebrity graves,211,190,63,0.33157894736842103,0.2985781990521327
65,Manson-murders true-crime walking tour of Beverly Hills,188,169,22,0.1301775147928994,0.11702127659574468
66,Boxing sparring class at a Wild Card-style gym,206,187,107,0.5721925133689839,0.5194174757281553
67,Day-drinking on a Marina del Rey booze cruise,186,163,98,0.6012269938650306,0.5268817204301075
68,Craps night at the Hustler Casino in Gardena,201,183,73,0.3989071038251366,0.36318407960199006
69,Pole-dancing fitness class for the bachelor party,191,165,112,0.6787878787878788,0.5863874345549738
70,Hunting deer in the San Gabriel Mountains,206,111,11,0.0990990990990991,0.05339805825242718
71,Hunting a at a ranch near Tejon,207,195,48,0.24615384615384617,0.2318840579710145
72,Coyote hunting in the Antelope Valley,203,146,15,0.10273972602739725,0.07389162561576355
73,Dove hunting opening day in the Imperial Valley,236,207,108,0.5217391304347826,0.4576271186440678
74,Bear hunting in the Los Padres National Forest,202,58,10,0.1724137931034483,0.04950495049504951
75,Wild pig hunt at a ranch near Paso Robles,180,170,59,0.34705882352941175,0.3277777777777778
76,Tactical rifle class with AR-15s at Burro Canyon,220,180,98,0.5444444444444444,0.44545454545454544
77,Indoor pistol range day at the LA Gun Club,202,162,58,0.35802469135802467,0.2871287128712871
78,Trap and skeet shooting at Triple B Clays,228,205,135,0.6585365853658537,0.5921052631578947
79,Concealed-carry training day in the high desert,215,167,64,0.38323353293413176,0.29767441860465116
80,Visit a gun show at the Pomona Fairplex,209,192,53,0.2760416666666667,0.2535885167464115
81,Falconry hunting outing in the Antelope Valley,201,195,116,0.5948717948717949,0.5771144278606966
82,Slaughterhouse tour and butchery class in Vernon,198,176,45,0.2556818181818182,0.22727272727272727
83,Industry Hills professional rodeo,201,188,118,0.6276595744680851,0.5870646766169154
84,Pro Bull Riding event at the Honda Center,195,186,109,0.5860215053763441,0.558974358974359
85,Attending a Trump rally in Huntington Beach,191,137,17,0.12408759124087591,0.08900523560209424
86,Attending a pro-Palestine protest at UCLA,187,93,15,0.16129032258064516,0.08021390374331551
87,Attending a pro-Israel rally in Beverly Hills,196,95,5,0.05263157894736842,0.025510204081632654
88,Joining an anti-abortion march at the Federal Building,186,62,3,0.04838709677419355,0.016129032258064516
89,Joining a Defund-the-Police march in DTLA,202,101,9,0.0891089108910891,0.04455445544554455
90,Joining a Pro-Police rally outside LAPD headquarters,214,116,14,0.1206896551724138,0.06542056074766354
91,Sitting in on a Scientology orientation in Hollywood,206,157,18,0.11464968152866242,0.08737864077669903
92,Pro-life sidewalk counseling outside a Planned Parenthood,184,35,3,0.08571428571428572,0.016304347826086956
93,Latin Mass at the LA Cathedral followed by cigars,230,220,130,0.5909090909090909,0.5652173913043478
94,Day at the Museum of Death in Hollywood,196,173,50,0.28901734104046245,0.25510204081632654
95,Strip club crawl in the City of Industry,188,130,8,0.06153846153846154,0.0425531914893617
96,Adult-film studio tour in the San Fernando Valley,173,134,14,0.1044776119402985,0.08092485549132948
97,Charreada at Pico Rivera Sports Arena,195,188,145,0.7712765957446809,0.7435897435897436
98,Bullfight-watching day trip down to Tijuana,205,115,8,0.06956521739130435,0.03902439024390244
99,BKFC pay-per-view watch party with cigars and steaks,209,176,81,0.4602272727272727,0.3875598086124402
