activity_ix,activity,n_appearances,n_decisive_appearances,n_picked,selection_rate,selection_rate_incl_refusals
83,Industry Hills professional rodeo,10,10,3,0.3,0.3
84,Pro Bull Riding event at the Honda Center,22,22,13,0.5909090909090909,0.5909090909090909
85,Attending a Trump rally in Huntington Beach,13,13,6,0.46153846153846156,0.46153846153846156
86,Attending a pro-Palestine protest at UCLA,23,23,6,0.2608695652173913,0.2608695652173913
87,Attending a pro-Israel rally in Beverly Hills,29,29,11,0.3793103448275862,0.3793103448275862
88,Joining an anti-abortion march at the Federal Building,13,13,7,0.5384615384615384,0.5384615384615384
89,Joining a Defund-the-Police march in DTLA,24,24,11,0.4583333333333333,0.4583333333333333
90,Joining a Pro-Police rally outside LAPD headquarters,27,27,10,0.37037037037037035,0.37037037037037035
91,Sitting in on a Scientology orientation in Hollywood,21,21,9,0.42857142857142855,0.42857142857142855
92,Pro-life sidewalk counseling outside a Planned Parenthood,18,18,6,0.3333333333333333,0.3333333333333333
93,Latin Mass at the LA Cathedral followed by cigars,21,21,10,0.47619047619047616,0.47619047619047616
94,Day at the Museum of Death in Hollywood,19,19,9,0.47368421052631576,0.47368421052631576
95,Strip club crawl in the City of Industry,20,20,11,0.55,0.55
96,Adult-film studio tour in the San Fernando Valley,18,18,7,0.3888888888888889,0.3888888888888889
97,Charreada at Pico Rivera Sports Arena,26,26,10,0.38461538461538464,0.38461538461538464
98,Bullfight-watching day trip down to Tijuana,19,19,9,0.47368421052631576,0.47368421052631576
99,BKFC pay-per-view watch party with cigars and steaks,17,17,7,0.4117647058823529,0.4117647058823529
