activity_ix,activity,n_appearances,n_decisive_appearances,n_picked,selection_rate,selection_rate_incl_refusals
39,Day trip up to Santa Barbara,207,205,88,0.4292682926829268,0.4251207729468599
40,Bottomless brunch in West Hollywood,192,191,94,0.49214659685863876,0.4895833333333333
41,Wine tasting in Malibu,200,200,109,0.545,0.545
42,Bar crawl on Abbot Kinney in Venice,218,213,105,0.49295774647887325,0.481651376146789
43,Cannabis tasting at a licensed West Hollywood consumption lounge,213,213,109,0.5117370892018779,0.5117370892018779
44,Poker night at the Bicycle Casino in Bell Gardens,187,179,89,0.4972067039106145,0.47593582887700536
45,Day at Hollywood Park Casino,220,215,79,0.3674418604651163,0.35909090909090907
46,Betting on horses at Santa Anita,202,200,126,0.63,0.6237623762376238
47,Paintball day in Sun Valley,181,179,95,0.5307262569832403,0.5248618784530387
48,Airsoft battle at Tac City in Fullerton,204,204,118,0.5784313725490197,0.5784313725490197
49,Off-road OHV day in Hungry Valley,216,216,107,0.49537037037037035,0.49537037037037035
50,Race car experience at Willow Springs,194,194,131,0.6752577319587629,0.6752577319587629
51,Cliff jumping at Malibu's coves,197,191,72,0.3769633507853403,0.36548223350253806
52,Sport fishing for tuna out of San Pedro,208,208,123,0.5913461538461539,0.5913461538461539
53,Spearfishing trip at Catalina,195,195,110,0.5641025641025641,0.5641025641025641
54,MMA pay-per-view watch party with cigars and whiskey,182,182,97,0.532967032967033,0.532967032967033
55,Hollywood club crawl on Sunset Strip,180,179,87,0.4860335195530726,0.48333333333333334
56,Cigar-and-whiskey afternoon at a Beverly Hills lounge,195,193,89,0.46113989637305697,0.4564102564102564
57,Bottle service at a Hollywood nightclub,198,198,84,0.42424242424242425,0.42424242424242425
58,Sunday service at a Calvary Chapel megachurch,200,198,90,0.45454545454545453,0.45
59,Tour the Reagan Presidential Library,190,190,88,0.4631578947368421,0.4631578947368421
60,Tour the Nixon Presidential Library,190,186,77,0.41397849462365593,0.4052631578947368
61,Skydiving over Perris,179,176,103,0.5852272727272727,0.5754189944134078
62,Lambo rental for a Mulholland canyon run,158,158,95,0.6012658227848101,0.6012658227848101
63,Drive down to Tijuana for tacos and clubbing,210,210,89,0.4238095238095238,0.4238095238095238
64,Tour Forest Lawn for celebrity graves,211,208,92,0.4423076923076923,0.43601895734597157
65,Manson-murders true-crime walking tour of Beverly Hills,188,188,79,0.42021276595744683,0.42021276595744683
66,Boxing sparring class at a Wild Card-style gym,206,202,137,0.6782178217821783,0.6650485436893204
67,Day-drinking on a Marina del Rey booze cruise,186,185,114,0.6162162162162163,0.6129032258064516
68,Craps night at the Hustler Casino in Gardena,201,201,92,0.4577114427860697,0.4577114427860697
69,Pole-dancing fitness class for the bachelor party,191,190,111,0.5842105263157895,0.581151832460733
70,Hunting deer in the San Gabriel Mountains,206,158,49,0.310126582278481,0.23786407766990292
71,Hunting a at a ranch near Tejon,207,207,86,0.41545893719806765,0.41545893719806765
72,Coyote hunting in the Antelope Valley,203,200,75,0.375,0.3694581280788177
73,Dove hunting opening day in the Imperial Valley,236,236,108,0.4576271186440678,0.4576271186440678
74,Bear hunting in the Los Padres National Forest,202,142,49,0.34507042253521125,0.24257425742574257
75,Wild pig hunt at a ranch near Paso Robles,180,180,84,0.4666666666666667,0.4666666666666667
76,Tactical rifle class with AR-15s at Burro Canyon,220,219,90,0.410958904109589,0.4090909090909091
77,Indoor pistol range day at the LA Gun Club,202,202,98,0.48514851485148514,0.48514851485148514
78,Trap and skeet shooting at Triple B Clays,228,227,127,0.5594713656387665,0.5570175438596491
79,Concealed-carry training day in the high desert,215,215,106,0.4930232558139535,0.4930232558139535
80,Visit a gun show at the Pomona Fairplex,209,209,86,0.41148325358851673,0.41148325358851673
81,Falconry hunting outing in the Antelope Valley,201,201,121,0.6019900497512438,0.6019900497512438
82,Slaughterhouse tour and butchery class in Vernon,198,197,79,0.4010152284263959,0.398989898989899
83,Industry Hills professional rodeo,201,200,120,0.6,0.5970149253731343
84,Pro Bull Riding event at the Honda Center,195,195,119,0.6102564102564103,0.6102564102564103
85,Attending a Trump rally in Huntington Beach,191,189,58,0.30687830687830686,0.3036649214659686
86,Attending a pro-Palestine protest at UCLA,187,186,92,0.4946236559139785,0.4919786096256685
87,Attending a pro-Israel rally in Beverly Hills,196,194,70,0.36082474226804123,0.35714285714285715
88,Joining an anti-abortion march at the Federal Building,186,179,58,0.3240223463687151,0.3118279569892473
89,Joining a Defund-the-Police march in DTLA,202,202,81,0.400990099009901,0.400990099009901
90,Joining a Pro-Police rally outside LAPD headquarters,214,209,70,0.3349282296650718,0.32710280373831774
91,Sitting in on a Scientology orientation in Hollywood,206,204,76,0.37254901960784315,0.36893203883495146
92,Pro-life sidewalk counseling outside a Planned Parenthood,184,156,53,0.33974358974358976,0.28804347826086957
93,Latin Mass at the LA Cathedral followed by cigars,230,230,137,0.5956521739130435,0.5956521739130435
94,Day at the Museum of Death in Hollywood,196,196,90,0.45918367346938777,0.45918367346938777
95,Strip club crawl in the City of Industry,188,185,79,0.42702702702702705,0.42021276595744683
96,Adult-film studio tour in the San Fernando Valley,173,172,60,0.3488372093023256,0.3468208092485549
97,Charreada at Pico Rivera Sports Arena,195,194,114,0.5876288659793815,0.5846153846153846
98,Bullfight-watching day trip down to Tijuana,205,193,73,0.37823834196891193,0.35609756097560974
99,BKFC pay-per-view watch party with cigars and steaks,209,208,115,0.5528846153846154,0.5502392344497608
