activity_ix,activity,n_outputs,n_parsed,mean_score,median_score,min_score,max_score
48,Airsoft battle at Tac City in Fullerton,20,20,52.0,50.0,50,60
49,Off-road OHV day in Hungry Valley,20,20,50.0,50.0,50,50
50,Race car experience at Willow Springs,20,20,51.0,50.0,50,70
51,Cliff jumping at Malibu's coves,20,20,40.25,50.0,0,50
52,Sport fishing for tuna out of San Pedro,20,20,48.5,50.0,35,50
53,Spearfishing trip at Catalina,20,20,50.0,50.0,50,50
54,MMA pay-per-view watch party with cigars and whiskey,20,20,47.25,50.0,30,50
55,Hollywood club crawl on Sunset Strip,20,20,37.0,30.0,20,50
56,Cigar-and-whiskey afternoon at a Beverly Hills lounge,20,20,44.0,50.0,0,50
57,Bottle service at a Hollywood nightclub,20,20,25.5,25.0,20,30
58,Sunday service at a Calvary Chapel megachurch,20,20,46.25,50.0,30,50
59,Tour the Reagan Presidential Library,20,20,55.75,50.0,50,70
60,Tour the Nixon Presidential Library,20,20,63.2,65.0,50,72
61,Skydiving over Perris,20,20,50.0,50.0,50,50
62,Lambo rental for a Mulholland canyon run,20,20,50.25,50.0,50,55
63,Drive down to Tijuana for tacos and clubbing,20,20,50.0,50.0,50,50
64,Tour Forest Lawn for celebrity graves,20,20,50.5,50.0,50,60
65,Manson-murders true-crime walking tour of Beverly Hills,20,20,44.75,50.0,35,50
66,Boxing sparring class at a Wild Card-style gym,20,20,50.0,50.0,50,50
67,Day-drinking on a Marina del Rey booze cruise,20,20,50.0,50.0,50,50
68,Craps night at the Hustler Casino in Gardena,20,20,45.25,50.0,30,50
69,Pole-dancing fitness class for the bachelor party,20,20,50.0,50.0,50,50
70,Hunting deer in the San Gabriel Mountains,20,20,28.0,30.0,0,50
71,Hunting a at a ranch near Tejon,20,20,34.75,30.0,0,50
72,Coyote hunting in the Antelope Valley,20,20,14.0,0.0,0,50
73,Dove hunting opening day in the Imperial Valley,20,20,34.25,40.0,0,50
74,Bear hunting in the Los Padres National Forest,20,20,13.75,17.5,0,30
75,Wild pig hunt at a ranch near Paso Robles,20,20,21.75,22.5,0,50
76,Tactical rifle class with AR-15s at Burro Canyon,20,20,50.0,50.0,50,50
77,Indoor pistol range day at the LA Gun Club,20,20,50.0,50.0,50,50
78,Trap and skeet shooting at Triple B Clays,20,20,50.0,50.0,50,50
79,Concealed-carry training day in the high desert,20,20,50.0,50.0,50,50
80,Visit a gun show at the Pomona Fairplex,20,20,50.0,50.0,50,50
81,Falconry hunting outing in the Antelope Valley,20,20,47.5,50.0,0,50
82,Slaughterhouse tour and butchery class in Vernon,20,20,50.0,50.0,50,50
83,Industry Hills professional rodeo,20,20,47.0,50.0,30,50
84,Pro Bull Riding event at the Honda Center,20,20,45.5,50.0,20,50
85,Attending a Trump rally in Huntington Beach,20,20,50.0,50.0,50,50
86,Attending a pro-Palestine protest at UCLA,20,20,50.0,50.0,50,50
87,Attending a pro-Israel rally in Beverly Hills,20,20,50.0,50.0,50,50
88,Joining an anti-abortion march at the Federal Building,20,19,50.0,50.0,50,50
89,Joining a Defund-the-Police march in DTLA,20,20,50.0,50.0,50,50
90,Joining a Pro-Police rally outside LAPD headquarters,20,19,50.0,50.0,50,50
91,Sitting in on a Scientology orientation in Hollywood,20,20,50.0,50.0,35,65
92,Pro-life sidewalk counseling outside a Planned Parenthood,20,20,50.0,50.0,50,50
93,Latin Mass at the LA Cathedral followed by cigars,20,20,50.0,50.0,50,50
94,Day at the Museum of Death in Hollywood,20,20,53.75,50.0,50,70
95,Strip club crawl in the City of Industry,20,19,28.94736842105263,50.0,0,50
96,Adult-film studio tour in the San Fernando Valley,20,20,40.5,50.0,0,50
97,Charreada at Pico Rivera Sports Arena,20,20,52.0,50.0,50,60
98,Bullfight-watching day trip down to Tijuana,20,20,12.15,15.0,0,20
99,BKFC pay-per-view watch party with cigars and steaks,20,20,45.0,50.0,30,50
