activity_ix,activity,n_appearances,n_decisive_appearances,n_picked,selection_rate,selection_rate_incl_refusals
51,Cliff jumping at Malibu's coves,197,194,100,0.5154639175257731,0.5076142131979695
52,Sport fishing for tuna out of San Pedro,208,208,113,0.5432692307692307,0.5432692307692307
53,Spearfishing trip at Catalina,195,195,106,0.5435897435897435,0.5435897435897435
54,MMA pay-per-view watch party with cigars and whiskey,182,181,86,0.47513812154696133,0.4725274725274725
55,Hollywood club crawl on Sunset Strip,180,179,77,0.4301675977653631,0.42777777777777776
56,Cigar-and-whiskey afternoon at a Beverly Hills lounge,195,192,84,0.4375,0.4307692307692308
57,Bottle service at a Hollywood nightclub,198,196,97,0.49489795918367346,0.4898989898989899
58,Sunday service at a Calvary Chapel megachurch,200,200,94,0.47,0.47
59,Tour the Reagan Presidential Library,190,190,92,0.4842105263157895,0.4842105263157895
60,Tour the Nixon Presidential Library,190,187,88,0.47058823529411764,0.4631578947368421
61,Skydiving over Perris,179,178,93,0.5224719101123596,0.5195530726256983
62,Lambo rental for a Mulholland canyon run,158,157,76,0.4840764331210191,0.4810126582278481
63,Drive down to Tijuana for tacos and clubbing,210,210,104,0.49523809523809526,0.49523809523809526
64,Tour Forest Lawn for celebrity graves,211,211,110,0.5213270142180095,0.5213270142180095
65,Manson-murders true-crime walking tour of Beverly Hills,188,186,88,0.4731182795698925,0.46808510638297873
66,Boxing sparring class at a Wild Card-style gym,206,206,99,0.48058252427184467,0.48058252427184467
67,Day-drinking on a Marina del Rey booze cruise,186,181,87,0.48066298342541436,0.46774193548387094
68,Craps night at the Hustler Casino in Gardena,201,200,102,0.51,0.5074626865671642
69,Pole-dancing fitness class for the bachelor party,191,191,89,0.46596858638743455,0.46596858638743455
70,Hunting deer in the San Gabriel Mountains,206,194,95,0.4896907216494845,0.46116504854368934
71,Hunting a at a ranch near Tejon,207,207,102,0.4927536231884058,0.4927536231884058
72,Coyote hunting in the Antelope Valley,203,200,99,0.495,0.4876847290640394
73,Dove hunting opening day in the Imperial Valley,236,236,120,0.5084745762711864,0.5084745762711864
74,Bear hunting in the Los Padres National Forest,202,164,94,0.573170731707317,0.46534653465346537
75,Wild pig hunt at a ranch near Paso Robles,180,179,88,0.49162011173184356,0.4888888888888889
76,Tactical rifle class with AR-15s at Burro Canyon,220,220,109,0.4954545454545455,0.4954545454545455
77,Indoor pistol range day at the LA Gun Club,202,202,98,0.48514851485148514,0.48514851485148514
78,Trap and skeet shooting at Triple B Clays,228,227,113,0.4977973568281938,0.4956140350877193
79,Concealed-carry training day in the high desert,215,215,112,0.5209302325581395,0.5209302325581395
80,Visit a gun show at the Pomona Fairplex,209,208,94,0.4519230769230769,0.44976076555023925
81,Falconry hunting outing in the Antelope Valley,201,201,96,0.47761194029850745,0.47761194029850745
82,Slaughterhouse tour and butchery class in Vernon,198,196,94,0.47959183673469385,0.47474747474747475
83,Industry Hills professional rodeo,201,201,98,0.48756218905472637,0.48756218905472637
84,Pro Bull Riding event at the Honda Center,195,193,98,0.5077720207253886,0.5025641025641026
85,Attending a Trump rally in Huntington Beach,191,190,93,0.48947368421052634,0.4869109947643979
86,Attending a pro-Palestine protest at UCLA,187,187,96,0.5133689839572193,0.5133689839572193
87,Attending a pro-Israel rally in Beverly Hills,196,195,106,0.5435897435897435,0.5408163265306123
88,Joining an anti-abortion march at the Federal Building,186,185,88,0.4756756756756757,0.4731182795698925
89,Joining a Defund-the-Police march in DTLA,202,202,95,0.47029702970297027,0.47029702970297027
90,Joining a Pro-Police rally outside LAPD headquarters,214,214,96,0.4485981308411215,0.4485981308411215
91,Sitting in on a Scientology orientation in Hollywood,206,206,83,0.4029126213592233,0.4029126213592233
92,Pro-life sidewalk counseling outside a Planned Parenthood,184,176,92,0.5227272727272727,0.5
93,Latin Mass at the LA Cathedral followed by cigars,230,230,115,0.5,0.5
94,Day at the Museum of Death in Hollywood,196,196,102,0.5204081632653061,0.5204081632653061
95,Strip club crawl in the City of Industry,188,188,83,0.44148936170212766,0.44148936170212766
96,Adult-film studio tour in the San Fernando Valley,173,173,84,0.48554913294797686,0.48554913294797686
97,Charreada at Pico Rivera Sports Arena,195,195,103,0.5282051282051282,0.5282051282051282
98,Bullfight-watching day trip down to Tijuana,205,195,106,0.5435897435897435,0.5170731707317073
99,BKFC pay-per-view watch party with cigars and steaks,209,209,96,0.45933014354066987,0.45933014354066987
