activity_ix,activity,n_appearances,n_decisive_appearances,n_picked,selection_rate,selection_rate_incl_refusals
58,Sunday service at a Calvary Chapel megachurch,200,200,98,0.49,0.49
59,Tour the Reagan Presidential Library,190,190,101,0.531578947368421,0.531578947368421
60,Tour the Nixon Presidential Library,190,190,101,0.531578947368421,0.531578947368421
61,Skydiving over Perris,179,179,83,0.46368715083798884,0.46368715083798884
62,Lambo rental for a Mulholland canyon run,158,158,83,0.5253164556962026,0.5253164556962026
63,Drive down to Tijuana for tacos and clubbing,210,210,108,0.5142857142857142,0.5142857142857142
64,Tour Forest Lawn for celebrity graves,211,211,107,0.5071090047393365,0.5071090047393365
65,Manson-murders true-crime walking tour of Beverly Hills,188,188,99,0.526595744680851,0.526595744680851
66,Boxing sparring class at a Wild Card-style gym,206,206,115,0.558252427184466,0.558252427184466
67,Day-drinking on a Marina del Rey booze cruise,186,186,102,0.5483870967741935,0.5483870967741935
68,Craps night at the Hustler Casino in Gardena,201,201,112,0.5572139303482587,0.5572139303482587
69,Pole-dancing fitness class for the bachelor party,191,191,98,0.5130890052356021,0.5130890052356021
70,Hunting deer in the San Gabriel Mountains,206,206,107,0.5194174757281553,0.5194174757281553
71,Hunting a at a ranch near Tejon,207,207,104,0.5024154589371981,0.5024154589371981
72,Coyote hunting in the Antelope Valley,203,203,103,0.5073891625615764,0.5073891625615764
73,Dove hunting opening day in the Imperial Valley,236,236,118,0.5,0.5
74,Bear hunting in the Los Padres National Forest,202,200,96,0.48,0.4752475247524752
75,Wild pig hunt at a ranch near Paso Robles,180,180,82,0.45555555555555555,0.45555555555555555
76,Tactical rifle class with AR-15s at Burro Canyon,220,220,125,0.5681818181818182,0.5681818181818182
77,Indoor pistol range day at the LA Gun Club,202,202,87,0.4306930693069307,0.4306930693069307
78,Trap and skeet shooting at Triple B Clays,228,228,112,0.49122807017543857,0.49122807017543857
79,Concealed-carry training day in the high desert,215,215,117,0.5441860465116279,0.5441860465116279
80,Visit a gun show at the Pomona Fairplex,209,209,92,0.44019138755980863,0.44019138755980863
81,Falconry hunting outing in the Antelope Valley,201,200,87,0.435,0.43283582089552236
82,Slaughterhouse tour and butchery class in Vernon,198,198,93,0.4696969696969697,0.4696969696969697
83,Industry Hills professional rodeo,201,201,108,0.5373134328358209,0.5373134328358209
84,Pro Bull Riding event at the Honda Center,195,195,102,0.5230769230769231,0.5230769230769231
85,Attending a Trump rally in Huntington Beach,191,191,94,0.49214659685863876,0.49214659685863876
86,Attending a pro-Palestine protest at UCLA,187,187,85,0.45454545454545453,0.45454545454545453
87,Attending a pro-Israel rally in Beverly Hills,196,195,92,0.4717948717948718,0.46938775510204084
88,Joining an anti-abortion march at the Federal Building,186,186,101,0.543010752688172,0.543010752688172
89,Joining a Defund-the-Police march in DTLA,202,202,90,0.44554455445544555,0.44554455445544555
90,Joining a Pro-Police rally outside LAPD headquarters,214,214,107,0.5,0.5
91,Sitting in on a Scientology orientation in Hollywood,206,206,97,0.470873786407767,0.470873786407767
92,Pro-life sidewalk counseling outside a Planned Parenthood,184,184,95,0.5163043478260869,0.5163043478260869
93,Latin Mass at the LA Cathedral followed by cigars,230,230,116,0.5043478260869565,0.5043478260869565
94,Day at the Museum of Death in Hollywood,196,196,92,0.46938775510204084,0.46938775510204084
95,Strip club crawl in the City of Industry,188,188,96,0.5106382978723404,0.5106382978723404
96,Adult-film studio tour in the San Fernando Valley,173,173,78,0.4508670520231214,0.4508670520231214
97,Charreada at Pico Rivera Sports Arena,195,195,108,0.5538461538461539,0.5538461538461539
98,Bullfight-watching day trip down to Tijuana,205,205,96,0.4682926829268293,0.4682926829268293
99,BKFC pay-per-view watch party with cigars and steaks,209,208,101,0.4855769230769231,0.48325358851674644
